id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
28941,2012,1,2012,2012,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"Ogaden Online 5/9-12, ""Hundreds of Ethiopian soldiers died in fierce battles across Ogaden"" at http://www.ogaden.com/hornnews/ogaden/1493-hundreds-of-ethiopian-soldiers-died-in-fierce-battles-across-ogaden.html",,,,ONLF,2,Segag town,Somali state,Fiq zone,7.666667,42.83333,POINT (42.833330 7.666667),140846,Ethiopia,530,ETH,Africa,1,2,2012-08-29,2012-08-30,0,0,0,0,0,0,7
34671,2009,1,2009,2009,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 20/2-09, ""Ethiopian rebel group claims killing 140 government forces in southeast""; Ogaden National Liberation Front website, in English 20 Feb 09",,,,ONLF,2,Degehabur town,Somali state,Degehabur zone,8.220556,43.557222,POINT (43.557222 8.220556),141568,Ethiopia,530,ETH,Africa,1,2,2009-02-16,2009-02-20,0,15,0,0,15,15,84
34631,2009,1,2009,2009,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"All Africa 7/3-09, ""Fighting Kills More People in Ethiopia"", All Africa 8/3-09, ""ONLF Claims Victory Over Fighting in Ethiopia"", BBC Monitoring Africa 10/3-09, ""Ethiopia masses troops along Somalia border after rebel attacks""; Garoweonline.com in English 9 Mar 09, BBC Monitoring Africa 10/3-09, ""At least 25 said killed in Ethiopia as government army, Somali rebels clash"", Garoweonline.com in English 8 Mar 09",,,,,1,Mustahil town,Somali state,Gode zone,5.24361,44.73194,POINT (44.731940 5.243610),137250,Ethiopia,530,ETH,Africa,1,2,2009-03-06,2009-03-07,25,0,0,0,25,25,25
32743,2006,1,2006,2006,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 6/5-06: Ethiopian opposition radio Voice of Oromo Liberation audio website on 3 May,,,,OLA southern zonal commander,2,Moyale woreda,Oromiya state,Borana zone,3.874545,39.216166,POINT (39.216166 3.874545),135079,Ethiopia,530,ETH,Africa,1,2,2006-04-11,2006-04-12,0,0,0,0,0,0,2
35039,2009,1,2009,2009,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 20/2-09, ""Ethiopian rebel group claims killing 140 government forces in southeast""; Ogaden National Liberation Front website, in English 20 Feb 09",,,,ONLF,2,Fik town,Somali state,Fiq zone,8.13333,42.3,POINT (42.300000 8.133330),141565,Ethiopia,530,ETH,Africa,1,2,2009-02-16,2009-02-20,0,14,0,0,14,14,85
34670,2010,1,2010,2010,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"O.N.L.F Military Communique' 21/9-10, at http://www.ogadennet.com/english/news.php?readmore=178",,,,ONLF,2,Shebelle,Somali state,Jijiga zone,9.26111,42.66444,POINT (42.664440 9.261110),143006,Ethiopia,530,ETH,Africa,1,2,2010-09-19,2010-09-21,0,0,0,0,0,0,26
35018,2010,1,2010,2010,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"O.N.L.F Military Communique' 21/9-10, at http://www.ogadennet.com/english/news.php?readmore=178",,,,ONLF,3,Fiq zone,Somali state,Fiq zone,8.13333,42.3,POINT (42.300000 8.133330),141565,Ethiopia,530,ETH,Africa,1,2,2010-09-19,2010-09-21,0,0,0,0,0,0,26
35040,2010,1,2010,2010,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"O.N.L.F Military Communique' 21/9-10, at http://www.ogadennet.com/english/news.php?readmore=178",,,,ONLF,3,Korahe zone,Somali state,Korahe zone,6.74,44.27806,POINT (44.278060 6.740000),139409,Ethiopia,530,ETH,Africa,1,2,2010-09-19,2010-09-21,0,0,0,0,0,0,26
35061,2010,1,2010,2010,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"O.N.L.F Military Communique' 21/9-10, at http://www.ogadennet.com/english/news.php?readmore=178",,,,ONLF,3,Shinile zone,Somali state,Shinile zone,10.17097,41.83748,POINT (41.837480 10.170970),144444,Ethiopia,530,ETH,Africa,1,2,2010-09-19,2010-09-21,0,0,0,0,0,0,26
35734,2006,1,2006,2006,2,4670,Majerteen subclan (Darod) - Marehan subclan of Sede clan (Darod),5280,Majerteen subclan (Darod) - Marehan subclan of Sede clan (Darod),711,,Majerteen subclan (Darod),644,,Marehan subclan of Sede clan (Darod),-1,"Reuters 16/2-06, AFP 16/2-06, AFP 19/2-06, Peace Bulletin, A Newsletter of Intermediate Technology Development Group - Eastern Africa, Issue No. 9 April 2006",,,,"Kinsmen of the deceased, Somalian officials, Mohamoud Omar, a truck-owner who witnessed the clashes",3,Warder zone,Somali state,Warder zone,7.5,46.0,POINT (46.000000 7.500000),140853,Ethiopia,530,ETH,Africa,1,2,2006-02-15,2006-02-17,0,0,0,100,100,100,100
35323,2002,1,2002,2002,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,"BBC Monitoring Africa - Political 27/6-02; Voice of Oromo Liberation audio web site in English 25 Jun 02: ""Oromo rebels claim killing 425 soldiers in separate battles",,,,,2,Abobo town,Gambella state,Administrative zone 2,7.85,34.55,POINT (34.550000 7.850000),140830,Ethiopia,530,ETH,Africa,1,2,2002-06-22,2002-06-23,0,0,0,0,0,0,87
35495,2003,1,2003,2003,3,474,Government of Ethiopia - Civilians,941,Government of Ethiopia - Civilians,97,530.0,Government of Ethiopia,1,,Civilians,-1,"HRW: ""Targeting the Anuak, 18",,,,,1,Gambella town,Gambella state,Administrative zone 1,8.25,34.583333,POINT (34.583333 8.250000),141550,Ethiopia,530,ETH,Africa,1,2,2003-12-13,2003-12-15,0,0,424,0,424,424,424
34600,1989,1,1989,1989,1,275,Ethiopia: Eritrea,571,Government of Ethiopia - EPLF,97,530.0,Government of Ethiopia,416,,EPLF,-1,"IONL, February 11, 1989, 5, The Globe and Mail 21/1-89, Reuters 22/1-89",,,,,4,Eritrea province,Eritrea province,,15.0,39.0,POINT (39.000000 15.000000),151639,Ethiopia,530,ETH,Africa,1,1,1989-01-19,1989-01-19,2285,0,0,0,2285,2285,2285
34985,2010,1,2010,2010,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 25/11-10, ""Ethiopian rebels claim victory over government forces in southeast",,,,,2,Degehabur town,Somali state,Degehabur zone,8.220556,43.557222,POINT (43.557222 8.220556),141568,Ethiopia,530,ETH,Africa,1,2,2010-11-23,2010-11-25,0,0,0,0,0,0,41
34036,2003,1,2003,2003,2,4582,Anuak - Nuer,5192,Anuak - Nuer,581,,Anuak,660,,Nuer,-1,"BBC Monitoring Newsfile 14/1-03; Walta Information Centre web site, Addis Ababa, in English 13 Jan 03: ""Several killed in ethnic clashes in west",,,,,1,Gambella town,Gambella state,Administrative zone 1,8.25,34.583333,POINT (34.583333 8.250000),141550,Ethiopia,530,ETH,Africa,2,4,2003-01-01,2003-01-10,0,0,0,2,2,2,2
34042,2003,1,2003,2003,2,4582,Anuak - Nuer,5192,Anuak - Nuer,581,,Anuak,660,,Nuer,-1,"BBC Monitoring Newsfile 14/1-03; Walta Information Centre web site, Addis Ababa, in English 13 Jan 03: ""Several killed in ethnic clashes in west",,,,,1,Itang town,Gambella state,Administrative zone 1,8.2,34.266667,POINT (34.266667 8.200000),141549,Ethiopia,530,ETH,Africa,2,4,2003-01-01,2003-01-10,0,0,0,2,2,2,2
35736,2004,1,2004,2004,2,4671,Majerteen subclan (Darod) - Ogaden clan (Darod),5281,Majerteen subclan (Darod) - Ogaden clan (Darod),711,,Majerteen subclan (Darod),663,,Ogaden clan (Darod),-1,"US State Department, Country Reports on Human Rights Practices - 2004, at http://www.state.gov/g/drl/rls/hrrpt/2004/41603.htm",,,,,3,Warder zone,Somali state,Warder zone,7.5,46.0,POINT (46.000000 7.500000),140853,Ethiopia,530,ETH,Africa,1,2,2004-06-09,2004-06-10,0,0,0,54,54,54,54
35740,2006,1,2006,2006,2,4677,Murle - Nuer,5287,Murle - Nuer,655,,Murle,660,,Nuer,-1,http://www.iss.co.za/dynamic/administration/file_manager/file_links/CPRDPAPERGAMBELLA.PDF?link_id=31&slink_id=4451&link_type=12&slink_type=13&tmpl_id=3,,,,,2,Pal Buol,Gambella state,Nuer zone,8.363858,33.782444,POINT (33.782444 8.363858),141548,Ethiopia,530,ETH,Africa,1,2,2006-04-14,2006-04-15,0,0,0,16,16,16,16
32721,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Diga Leka woreda,Oromiya state,East Welega zone,8.9,36.483333,POINT (36.483333 8.900000),142273,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
32343,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Diga Leka woreda,Oromiya state,East Welega zone,8.9,36.483333,POINT (36.483333 8.900000),142273,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
32722,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Sasiga woreda,Oromiya state,East Welega zone,9.116666,36.466666,POINT (36.466666 9.116666),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
32819,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Diga Leka woreda,Oromiya state,East Welega zone,8.9,36.483333,POINT (36.483333 8.900000),142273,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
34104,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Belo Jegonfoy woreda,Benishangul-Gumuz state,Kamashi zone,9.359236,36.1857,POINT (36.185700 9.359236),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,11,11,11,11
35221,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Belo Jegonfoy woreda,Benishangul-Gumuz state,Kamashi zone,9.359236,36.1857,POINT (36.185700 9.359236),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
35659,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Belo Jegonfoy woreda,Benishangul-Gumuz state,Kamashi zone,9.359236,36.1857,POINT (36.185700 9.359236),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,11,11,11,11
35695,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Sasiga woreda,Oromiya state,East Welega zone,9.116666,36.466666,POINT (36.466666 9.116666),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
35714,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Sasiga woreda,Oromiya state,East Welega zone,9.116666,36.466666,POINT (36.466666 9.116666),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
35715,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Belo Jegonfoy woreda,Benishangul-Gumuz state,Kamashi zone,9.359236,36.1857,POINT (36.185700 9.359236),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,11,11,11,11
35717,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Diga Leka woreda,Oromiya state,East Welega zone,8.9,36.483333,POINT (36.483333 8.900000),142273,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
35718,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Belo Jegonfoy woreda,Benishangul-Gumuz state,Kamashi zone,9.359236,36.1857,POINT (36.185700 9.359236),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,11,11,11,11
35719,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Diga Leka woreda,Oromiya state,East Welega zone,8.9,36.483333,POINT (36.483333 8.900000),142273,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,10,10,10,10
35720,2008,1,2008,2008,2,4632,Gumuz - Oromo,5242,Gumuz - Oromo,899,,Gumuz,664,,Oromo,-1,"EHRCO 110th special report, EHRCO 31st regular report , 2008 Human Rights Reports: Ethiopia  BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR 2008 Country Reports on Human Rights Practices February 25, 2009",,,,,2,Belo Jegonfoy woreda,Benishangul-Gumuz state,Kamashi zone,9.359236,36.1857,POINT (36.185700 9.359236),142993,Ethiopia,530,ETH,Africa,1,2,2008-05-17,2008-05-21,0,0,0,11,11,11,11
31882,2012,1,2012,2012,2,4660,Lou Nuer - Murle,5270,Lou Nuer - Murle,706,,Lou Nuer,655,,Murle,-1,"AFP 2012-03-12 ""More than 200 dead in South Sudan clashes: official"" AND Reuters 2012-03-12 ""Tribal attacks wrench South Sudan as disarmament starts"" AND Small Arms Survey 2012-10-21 ""My neighbour, my enemy Inter-tribal violence in Jonglei",,,,,4,Gambella state,Gambella state,,7.833333,34.5,POINT (34.500000 7.833333),140830,Ethiopia,530,ETH,Africa,1,2,2012-03-09,2012-03-11,223,0,0,0,223,223,223
32240,1989,1,1989,1989,1,267,Ethiopia: Government,558,Government of Ethiopia - EPRDF,97,530.0,Government of Ethiopia,414,,EPRDF,-1,"IHT 27/12-89, Times 28/12-89",,,,,1,Debre Tabor,Begemder province,,11.85,38.01667,POINT (38.016670 11.850000),146597,Ethiopia,530,ETH,Africa,1,2,1989-12-25,1989-12-26,1800,0,0,0,1800,1800,1800
34792,2009,1,2009,2009,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"AFP 14/11-09, ""Ethiopia rebels claim massive counter-offensive"", BBC Monitoring Newsfile 17/11-09, ""Ethiopia's Ogaden rebels claim killing 626 government troops""; Ogaden National Liberation Front website, in English 16 Nov 09, All Africa 19/11-09, ""Ethiopia Denies Ogaden Rebel's Claims"", BBC Monitoring Africa 19/11-09, ""Ethiopia denies claims of victory by Somali rebel group""; Somali Puntlandpost website in Somali 17 Nov 09, Reuters 11/12-09, ""Ethiopia rebels spread jitters in oil region"", AFP 21/12-09, ""Ethiopia says four suspects held for grenade attack"", MISNA 16/11-09, ""OGADEN: FIGHTING, ETHIOPIA DENIES REBELS ADVANCE",,,,foreign aid workers,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,2,4,2009-11-10,2009-11-19,200,200,0,0,400,400,400
35176,1999,1,1999,1999,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Newsfile 19/8-99,,,,Eritrean radio,4,Oromiya state,Oromiya state,,8.0,39.0,POINT (39.000000 8.000000),141559,Ethiopia,530,ETH,Africa,1,2,1999-08-11,1999-08-14,0,0,0,0,0,0,235
29820,2012,1,2012,2012,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"Ogaden Online 6/2-12, ""15 Ethiopian Soldiers killed near Babili, Ogaden"", at http://www.ogaden.com/hornnews/ogaden/1406-15-ethiopian-soldiers-killed-near-babili-ogaden.html",,,,,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,1,2,2012-02-04,2012-02-06,0,0,0,0,0,0,15
34293,2008,1,2008,2008,2,4607,Derashe - Konso,5217,Derashe - Konso,919,,Derashe,1039,,Konso,-1,"2008 Human Rights Reports: Ethiopia 
BUREAU OF DEMOCRACY, HUMAN RIGHTS, AND LABOR
2008 Country Reports on Human Rights Practices
February 25, 2009",,,,,5,"Derashe special woreda, Konso special woreda (border between), SNNPR",SNNP state,,5.475114,37.345561,POINT (37.345561 5.475114),137235,Ethiopia,530,ETH,Africa,1,2,2008-02-03,2008-02-07,0,0,0,33,33,33,33
34296,2001,1,2001,2001,2,4744,Derashe - Zeyle,5354,Derashe - Zeyle,919,,Derashe,920,,Zeyle,-1,"BBC Monitoring Newsfile 24/11-01, http://www.terrorismcentral.com/Library/Government/US/StateDepartment/DemocracyHumanRights/2001/Africa/Ethiopia.html",,,,,5,"Derashe special woreda, Arba Minch Zuria woreda, Gamo-Gofa (border between)",SNNP state,,5.725956,37.431208,POINT (37.431208 5.725956),137955,Ethiopia,530,ETH,Africa,2,3,2001-11-17,2001-11-23,0,0,0,40,40,40,40
34747,1999,1,1999,1999,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,BBC Monitoring Newsfile 19/8-99,,,,Eritrean radio,4,Oromiya state,Oromiya state,,8.0,39.0,POINT (39.000000 8.000000),141559,Ethiopia,530,ETH,Africa,1,2,1999-08-11,1999-08-14,0,0,0,0,0,0,236
35119,2002,1,2002,2002,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,"BBC Monitoring Africa - Political 27/6-02; Voice of Oromo Liberation audio web site in English 25 Jun 02: ""Oromo rebels claim killing 425 soldiers in separate battles",,,,,5,"Gambella, Ilubabor (on the escarpments bordering)",,,7.843278,34.872436,POINT (34.872436 7.843278),140830,Ethiopia,530,ETH,Africa,1,2,2002-06-22,2002-06-23,0,0,0,0,0,0,88
35643,1989,1,1989,1989,3,474,Government of Ethiopia - Civilians,941,Government of Ethiopia - Civilians,97,530.0,Government of Ethiopia,1,,Civilians,1,"""Africa Watch,1991-09-30,EVIL DAYS - 30 YEARS OF WAR AND FAMINE IN ETHIOPIA """,Africa Watch,1991-09-30,EVIL DAYS - 30 YEARS OF WAR AND FAMINE IN ETHIOPIA ,,1,Logo,Eritrea province,Akele Guzai awrajja,14.606388,39.289722,POINT (39.289722 14.606388),150919,Ethiopia,530,ETH,Africa,1,1,1989-04-17,1989-04-17,0,0,19,0,19,19,19
34720,2010,1,2010,2010,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"O.N.L.F Military Communique' 21/9-10, at http://www.ogadennet.com/english/news.php?readmore=178",,,,ONLF,1,Jarar,Somali state,Jijiga zone,8.869722,43.161667,POINT (43.161667 8.869722),142287,Ethiopia,530,ETH,Africa,1,2,2010-09-19,2010-09-21,0,0,0,0,0,0,26
34853,2010,1,2010,2010,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"O.N.L.F Military Communique' 21/9-10, at http://www.ogadennet.com/english/news.php?readmore=178",,,,ONLF,5,Jijiga and Harar (the area between),,,9.190878,42.411256,POINT (42.411256 9.190878),143005,Ethiopia,530,ETH,Africa,1,2,2010-09-19,2010-09-21,0,0,0,0,0,0,27
34816,1995,0,1995,1995,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,Middle East Newsfile Arab News 23/1-96,,,,,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,2,4,1995-12-01,1995-12-31,0,12,0,0,12,12,20
34391,1998,1,1998,1998,1,409,Eritrea - Ethiopia,865,Government of Eritrea - Government of Ethiopia,98,531.0,Government of Eritrea,97,530.0,Government of Ethiopia,-1,Reuters 10/6-98,,,,"Ethiopian commander, Eritrean prisoner",2,Zalambessa,Tigray state,Eastern zone,14.52194,39.385,POINT (39.385000 14.521940),150919,Ethiopia,530,ETH,Africa,1,2,1998-06-09,1998-06-10,0,3,0,0,3,3,3
33456,2000,1,2000,2000,1,409,Eritrea - Ethiopia,865,Government of Eritrea - Government of Ethiopia,98,531.0,Government of Eritrea,97,530.0,Government of Ethiopia,-1,"Reuters 23/5-00, AFP 24/5-00, AFP 25/5-00, AFP 28/5-00, AP 28/5-00",,,,"the two sides, journalists",2,Zalambessa,Tigray state,Eastern zone,14.52194,39.385,POINT (39.385000 14.521940),150919,Ethiopia,530,ETH,Africa,1,2,2000-05-23,2000-05-25,24,0,0,0,24,24,24
35608,2003,1,2003,2003,3,474,Government of Ethiopia - Civilians,941,Government of Ethiopia - Civilians,97,530.0,Government of Ethiopia,1,,Civilians,-1,"Operation Sunny Mountain, 26f",,,,Eye Witness,1,Pinyudo town,Gambella state,Administrative zone 2,7.75,34.5,POINT (34.500000 7.750000),140830,Ethiopia,530,ETH,Africa,1,2,2003-12-14,2003-12-15,0,0,10,0,10,10,10
32311,2003,1,2003,2003,2,4582,Anuak - Nuer,5192,Anuak - Nuer,581,,Anuak,660,,Nuer,-1,Irinnews,,,,Ethiopian ministry of defence,4,Gambella state,Gambella state,,7.833333,34.5,POINT (34.500000 7.833333),140830,Ethiopia,530,ETH,Africa,1,2,2003-12-13,2003-12-14,0,0,0,30,30,30,100
44145,2007,1,2007,2007,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,Associated Press Newswires 13/2-07,,,,Police,1,Moyale town,Oromiya state,Borana zone,3.536615,39.0531,POINT (39.053100 3.536615),135079,Ethiopia,530,ETH,Africa,1,2,2007-02-09,2007-02-11,9,8,0,2,19,19,19
34043,2003,1,2003,2003,2,4582,Anuak - Nuer,5192,Anuak - Nuer,581,,Anuak,660,,Nuer,-1,"BBC Monitoring Newsfile 14/1-03; Walta Information Centre web site, Addis Ababa, in English 13 Jan 03: ""Several killed in ethnic clashes in west",,,,,1,Birhane Selam town,Gambella state,Administrative zone 1,8.216667,34.116667,POINT (34.116667 8.216667),141549,Ethiopia,530,ETH,Africa,2,4,2003-01-01,2003-01-10,0,0,0,2,2,2,2
253313,2017,1,2017,2017,2,4683,Oromo - Somali (Ethiopia),5293,Oromo - Somali (Ethiopia),664,,Oromo,685,,Somali (Ethiopia),2,"""BBC Monitoring Africa,2017-03-10,MPs in Ethiopia's Oromiya state urge action over ethnic row"";""BBC Monitoring Africa,2017-03-08,Ethiopia's Oromiya state concerned over border clashes""",BBC Monitoring Africa;BBC Monitoring Africa,2017-03-10;2017-03-08,MPs in Ethiopia's Oromiya state urge action over ethnic row;Ethiopia's Oromiya state concerned over border clashes,Website: Zehabesha.com of opposition in The parliament of the southern Ethiopia's Oromiya Regional State ,3,Bale zone,Oromiya state,Bale zone,7.0,39.983333,POINT (39.983333 7.000000),140120,Ethiopia,530,ETH,Africa,2,5,2017-01-15,2017-03-05,0,0,0,0,0,0,5
