id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
34176,2007,0,2007,2007,2,4596,Borana - Konso,5206,Borana - Konso,591,,Borana,1039,,Konso,-1,EHRCO 30th regular report,,,,,2,Teltele town,Oromiya state,Borana zone,4.65,37.666666,POINT (37.666666 4.650000),136516,Ethiopia,530,ETH,Africa,1,1,2007-10-14,2007-10-14,0,0,0,6,6,6,6
33444,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 14/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 13 Nov 07",,,,,5,Yo'ale location,Somali state,Degehabur zone,8.291172,43.924094,POINT (43.924094 8.291172),141568,Ethiopia,530,ETH,Africa,1,1,2007-10-27,2007-10-27,0,0,0,0,0,0,5
34903,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 14/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 13 Nov 07",,,,,2,Higlaley,Somali state,Degehabur zone,6.156878,44.383492,POINT (44.383492 6.156878),138689,Ethiopia,530,ETH,Africa,1,1,2007-10-27,2007-10-27,0,0,0,0,0,0,10
34937,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 14/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 13 Nov 07",,,,,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,1,1,2007-10-27,2007-10-27,0,0,0,0,0,0,10
35294,2007,1,2007,2007,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 14/11-07: Voice of Oromo Liberation audio website in Oromo 13 Nov 07,,,,,3,East Hararghe zone,Oromiya state,East Hararghe zone,9.216667,42.333333,POINT (42.333333 9.216667),143005,Ethiopia,530,ETH,Africa,1,1,2007-11-02,2007-11-02,0,0,0,0,0,0,10
33467,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 14/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 13 Nov 07",,,,,1,Sasabane town,Somali state,Degehabur zone,7.867777,43.668611,POINT (43.668611 7.867777),140848,Ethiopia,530,ETH,Africa,1,1,2007-11-04,2007-11-04,0,0,0,0,0,0,3
34810,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 14/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 13 Nov 07",,,,,2,Garbo woreda,Somali state,Fiq zone,7.560831,42.963969,POINT (42.963969 7.560831),140846,Ethiopia,530,ETH,Africa,1,1,2007-11-09,2007-11-09,0,0,0,0,0,0,2
35013,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 21/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 Nov 07",,,,,1,Imi town,Somali state,Afder zone,6.458481,42.134864,POINT (42.134864 6.458481),138685,Ethiopia,530,ETH,Africa,1,1,2007-11-10,2007-11-10,0,0,0,0,0,0,4
33928,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 14/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 13 Nov 07",,,,,2,Garbo woreda,Somali state,Fiq zone,7.560831,42.963969,POINT (42.963969 7.560831),140846,Ethiopia,530,ETH,Africa,1,1,2007-11-11,2007-11-11,0,0,0,0,0,0,8
35249,2007,1,2007,2007,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 14/11-07: Voice of Oromo Liberation audio website in Oromo 13 Nov 07,,,,,1,Gollolo,Oromiya state,Borana zone,3.55,38.91667,POINT (38.916670 3.550000),135078,Ethiopia,530,ETH,Africa,1,1,2007-11-11,2007-11-11,0,0,0,0,0,0,20
35087,2007,1,2007,2007,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 21/11-07: Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 Nov 07",,,,,2,Aware woreda,Somali state,Degehabur zone,8.339459,44.097479,POINT (44.097479 8.339459),141569,Ethiopia,530,ETH,Africa,1,1,2007-11-15,2007-11-15,0,0,0,0,0,0,3
35477,2007,1,2007,2007,3,474,Government of Ethiopia - Civilians,941,Government of Ethiopia - Civilians,97,530.0,Government of Ethiopia,1,,Civilians,-1,EHRCO 30th regular report,,,,,1,Asosa town,Benishangul-Gumuz state,Asosa zone,10.06667,34.53333,POINT (34.533330 10.066670),144430,Ethiopia,530,ETH,Africa,1,1,2007-11-23,2007-11-23,0,0,1,0,1,1,1
35492,2007,1,2007,2007,3,474,Government of Ethiopia - Civilians,941,Government of Ethiopia - Civilians,97,530.0,Government of Ethiopia,1,,Civilians,-1,EHRCO 30th regular report,,,,,1,Asosa town,Benishangul-Gumuz state,Asosa zone,10.06667,34.53333,POINT (34.533330 10.066670),144430,Ethiopia,530,ETH,Africa,1,1,2007-11-24,2007-11-24,0,0,1,0,1,1,1
35471,2007,1,2007,2007,3,474,Government of Ethiopia - Civilians,941,Government of Ethiopia - Civilians,97,530.0,Government of Ethiopia,1,,Civilians,-1,EHRCO 30th regular report,,,,,2,Enamirt Kebele Farmers’ Association,Amhara state,West Gojjam zone,11.41667,37.16667,POINT (37.166670 11.416670),145875,Ethiopia,530,ETH,Africa,1,1,2007-12-11,2007-12-11,0,0,1,0,1,1,1
35348,2007,1,2007,2007,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 27/12-07: Voice of Oromo Liberation audio website in Oromo 25 Dec 07,,,,,3,East Hararghe zone,Oromiya state,East Hararghe zone,9.216667,42.333333,POINT (42.333333 9.216667),143005,Ethiopia,530,ETH,Africa,1,1,2007-12-21,2007-12-21,0,0,0,0,0,0,5
35241,2007,1,2007,2007,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 30/12-07: Voice of Oromo Liberation audio website in Oromo 28 Dec 07,,,,,3,East Hararghe zone,Oromiya state,East Hararghe zone,9.216667,42.333333,POINT (42.333333 9.216667),143005,Ethiopia,530,ETH,Africa,1,1,2007-12-23,2007-12-23,0,0,0,0,0,0,5
35357,2007,1,2007,2007,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 30/12-07: Voice of Oromo Liberation audio website in Oromo 28 Dec 07,,,,,3,East Hararghe zone,Oromiya state,East Hararghe zone,9.216667,42.333333,POINT (42.333333 9.216667),143005,Ethiopia,530,ETH,Africa,1,1,2007-12-23,2007-12-23,0,0,0,0,0,0,3
35399,2007,1,2007,2007,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 30/12-07: Voice of Oromo Liberation audio website in Oromo 28 Dec 07,,,,,3,East Hararghe zone,Oromiya state,East Hararghe zone,9.216667,42.333333,POINT (42.333333 9.216667),143005,Ethiopia,530,ETH,Africa,1,1,2007-12-23,2007-12-23,0,0,0,0,0,0,4
32254,2007,1,2007,2007,2,4887,Al-Shabaab - ONLF,5497,Al-Shabaab - ONLF,717,,Al-Shabaab,497,,ONLF,-1,"ICG 2009, ""Ethiopia: Ethnic Federalism and its Discontents"", 36",,,,,2,Aware woreda,Somali state,Degehabur zone,8.339459,44.097479,POINT (44.097479 8.339459),141569,Ethiopia,530,ETH,Africa,1,1,2007-12-31,2007-12-31,0,40,0,0,40,40,40
71563,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,,,,,AGGREGATION,4,Oromiya state,Oromiya state,,8.0,39.0,POINT (39.000000 8.000000),141559,Ethiopia,530,ETH,Africa,2,5,2008-01-01,2008-12-31,0,0,0,25,25,25,0
35118,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Minotoring Africa 6/1-08; Voice of Oromo Liberation audio website in Oromo 5 Jan 08,,,,,3,East Hararghe zone,Oromiya state,East Hararghe zone,9.216667,42.333333,POINT (42.333333 9.216667),143005,Ethiopia,530,ETH,Africa,2,2,2008-01-02,2008-01-04,0,0,0,0,0,0,20
35222,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Minotoring Africa 6/1-08; Voice of Oromo Liberation audio website in Oromo 5 Jan 08,,,,,1,Ramisi locality,Oromiya state,West Hararghe zone,8.216666,41.433333,POINT (41.433333 8.216666),141563,Ethiopia,530,ETH,Africa,2,2,2008-01-02,2008-01-04,0,0,0,0,0,0,20
35141,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 13/10-08; Voice of Oromo Liberation audio website in Oromo 12 Jan 08,,,,,3,East Hararghe zone,Oromiya state,East Hararghe zone,9.216667,42.333333,POINT (42.333333 9.216667),143005,Ethiopia,530,ETH,Africa,1,1,2008-01-10,2008-01-10,0,0,0,0,0,0,8
35753,2008,0,2008,2008,2,4613,Nyangatom  - Turkana,5223,Nyangatom  - Turkana,712,,Nyangatom ,693,,Turkana,-1,"http://www.cewarn.org/bulletin/08/Mar.pdf, http://www.cewarn.org/reports/updts/eth/may-aug08.pdf, http://www.cewarn.org/bulletin/08/Jul.pdf, Riam Riam Peace Network, ""CONFLICT EARLY WARNING ALERT TURKANA DISTRICT"", in Lotta's ETH folder",,,,,2,Kibish area,SNNP state,South Omo zone,5.233856,35.829131,POINT (35.829131 5.233856),137232,Ethiopia,530,ETH,Africa,1,1,2008-02-07,2008-02-07,6,1,0,0,7,7,7
34834,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,Reuters 27/2-08,,,,ONLF,3,Fiq zone,Somali state,Fiq zone,8.13333,42.3,POINT (42.300000 8.133330),141565,Ethiopia,530,ETH,Africa,2,4,2008-02-13,2008-02-27,0,0,0,0,0,0,43
34299,2008,0,2008,2008,2,4611,Dizi   - Suri,5221,Dizi   - Suri,601,,Dizi  ,688,,Suri,-1,"Patricio Alvarez, ""Omo National Park Communities and Natural Resource Utilization"", 24",,,,,2,Maji hills,SNNP state,Bench Maji zone,6.15,35.6,POINT (35.600000 6.150000),138672,Ethiopia,530,ETH,Africa,2,4,2008-03-01,2008-03-31,5,1,0,0,6,6,6
35145,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,"BBC Monitoring Africa 15/3.08; Voice of Oromo Liberation audio website in Oromo 14 Mar 08, BBC Monitoring Africa 26/3-08; Voice of Oromo Liberation audio website in Oromo 26 Mar 08",,,,,2,Jimma Gidami woreda,Oromiya state,Kelem Welega zone,8.983333,34.616667,POINT (34.616667 8.983333),142270,Ethiopia,530,ETH,Africa,1,1,2008-03-10,2008-03-10,0,0,0,0,0,0,7
35196,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,"BBC Monitoring Africa 15/3.08; Voice of Oromo Liberation audio website in Oromo 14 Mar 08, BBC Monitoring Africa 26/3-08; Voice of Oromo Liberation audio website in Oromo 26 Mar 08",,,,,2,Anfilo woreda,Oromiya state,Kelem Welega zone,8.483333,34.583333,POINT (34.583333 8.483333),141550,Ethiopia,530,ETH,Africa,1,1,2008-03-10,2008-03-10,0,0,0,0,0,0,8
35225,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 26/3-08; Voice of Oromo Liberation audio website in Oromo 26 Mar 08,,,,,1,Gare,Oromiya state,West Shewa zone,9.05,38.1,POINT (38.100000 9.050000),142997,Ethiopia,530,ETH,Africa,1,1,2008-03-15,2008-03-15,0,0,0,0,0,0,6
33475,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 36/3-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 26 Mar 08",,,,ONLF,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,1,1,2008-03-16,2008-03-16,0,0,0,0,0,0,50
34177,2008,1,2008,2008,2,4596,Borana - Konso,5206,Borana - Konso,591,,Borana,1039,,Konso,-1,EHRCO 31st regional report,,,,,2,Yabelo woreda,Oromiya state,Borana zone,4.883333,38.083333,POINT (38.083333 4.883333),136517,Ethiopia,530,ETH,Africa,2,5,2008-03-21,2008-07-31,0,0,0,23,23,23,23
35213,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 26/3-08; Voice of Oromo Liberation audio website in Oromo 26 Mar 08,,,,,6,Ethiopia,,,8.0,38.0,POINT (38.000000 8.000000),141557,Ethiopia,530,ETH,Africa,1,1,2008-03-17,2008-03-17,0,0,0,0,0,0,26
34179,2008,1,2008,2008,2,4596,Borana - Konso,5206,Borana - Konso,591,,Borana,1039,,Konso,-1,EHRCO 31st regional report,,,,,1,Teltele town,Oromiya state,Borana zone,4.65,37.666666,POINT (37.666666 4.650000),136516,Ethiopia,530,ETH,Africa,2,5,2008-03-21,2008-07-31,0,0,0,23,23,23,23
34673,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 36/3-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 26 Mar 08",,,,ONLF,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,1,1,2008-03-21,2008-03-21,0,0,0,0,0,0,5
34890,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 36/3-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 26 Mar 08",,,,ONLF,2,Hamero woreda,Somali state,Fiq zone,7.583333,42.333333,POINT (42.333333 7.583333),140845,Ethiopia,530,ETH,Africa,1,1,2008-03-22,2008-03-22,0,0,0,0,0,0,5
35035,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 26/3-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 26 Mar 08",,,,ONLF,1,Dig,Somali state,Degehabur zone,7.81306,44.43556,POINT (44.435560 7.813060),140849,Ethiopia,530,ETH,Africa,1,1,2008-03-23,2008-03-23,0,0,0,0,0,0,2
35299,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 3/4-08; Voice of Oromo Liberation audio website in Oromo 1 Apr 08,,,,,1,Galama,Oromiya state,Arsi zone,7.65,39.36667,POINT (39.366670 7.650000),140839,Ethiopia,530,ETH,Africa,1,1,2008-03-28,2008-03-28,0,0,0,0,0,0,1
35517,2008,1,2008,2008,3,474,Government of Ethiopia - Civilians,941,Government of Ethiopia - Civilians,97,530.0,Government of Ethiopia,1,,Civilians,-1,EHRCO 31st regular report,,,,,1,Addis Ababa city,Addis Ababa Chartered City,,9.02497,38.74689,POINT (38.746890 9.024970),142998,Ethiopia,530,ETH,Africa,1,1,2008-04-21,2008-04-21,0,0,1,0,1,1,1
34106,2008,0,2008,2008,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,CEWARN Country Updates: May-August 2008. For the Ethiopian Side of the Somali Cluster,,,,,3,Borana zone,Oromiya state,Borana zone,4.883333,38.083333,POINT (38.083333 4.883333),136517,Ethiopia,530,ETH,Africa,2,5,2008-05-01,2008-08-31,0,9,0,0,9,9,9
34726,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 21/5-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 May 08",,,,ONLF,2,Shilabo woreda,Somali state,Korahe zone,6.0,45.166667,POINT (45.166667 6.000000),138691,Ethiopia,530,ETH,Africa,1,1,2008-05-09,2008-05-09,0,0,0,0,0,0,15
34154,2008,0,2008,2008,2,4742,Borana - Garre,5352,Borana - Garre,591,,Borana,1079,,Garre,-1,CEWARN Country Updates: May-August 2008. For the Ethiopian Side of the Somali Cluster,,,,,2,Moyale woreda,Oromiya state,Borana zone,3.874545,39.216166,POINT (39.216166 3.874545),135079,Ethiopia,530,ETH,Africa,1,1,2008-05-10,2008-05-10,0,2,0,0,2,2,2
35126,2008,1,2008,2008,1,413,Ethiopia: Oromiya,869,Government of Ethiopia - OLF,97,530.0,Government of Ethiopia,551,,OLF,-1,BBC Monitoring Africa 15/5-08;  Voice of Oromo Liberation audio website in Oromo 14 May 08,,,,,2,Boke Tiku town,Oromiya state,West Hararghe zone,8.733333,40.65,POINT (40.650000 8.733333),142282,Ethiopia,530,ETH,Africa,1,1,2008-05-11,2008-05-11,0,0,0,0,0,0,8
33239,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 21/5-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 May 08",,,,ONLF,1,Sandhore village,Somali state,Degehabur zone,8.78333,43.45,POINT (43.450000 8.783330),142287,Ethiopia,530,ETH,Africa,1,1,2008-05-12,2008-05-12,0,0,0,0,0,0,20
34738,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 21/5-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 May 08",,,,ONLF,2,Dihun village,Somali state,Fiq zone,7.216667,42.7,POINT (42.700000 7.216667),140126,Ethiopia,530,ETH,Africa,1,1,2008-05-16,2008-05-16,0,0,0,0,0,0,5
33286,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 21/5-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 May 08",,,,ONLF,2,Kebridehar woreda,Somali state,Korahe zone,6.919659,44.149399,POINT (44.149399 6.919659),139409,Ethiopia,530,ETH,Africa,1,1,2008-05-17,2008-05-17,0,0,0,0,0,0,3
34702,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 21/5-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 May 08",,,,ONLF,2,Kebridehar woreda,Somali state,Korahe zone,6.919659,44.149399,POINT (44.149399 6.919659),139409,Ethiopia,530,ETH,Africa,1,1,2008-05-17,2008-05-17,0,0,0,0,0,0,14
34677,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,2,Kebridehar town,Somali state,Korahe zone,6.74,44.27806,POINT (44.278060 6.740000),139409,Ethiopia,530,ETH,Africa,1,1,2008-05-29,2008-05-29,0,0,0,0,0,0,1
34910,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,2,Dihun village,Somali state,Fiq zone,7.216667,42.7,POINT (42.700000 7.216667),140126,Ethiopia,530,ETH,Africa,1,1,2008-06-01,2008-06-01,0,0,0,0,0,0,2
33981,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,2,Korile,Somali state,Warder zone,8.001388,47.567222,POINT (47.567222 8.001388),141576,Ethiopia,530,ETH,Africa,1,1,2008-06-02,2008-06-02,0,0,0,0,0,0,5
34882,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,2,Kebridehar woreda,Somali state,Korahe zone,6.919659,44.149399,POINT (44.149399 6.919659),139409,Ethiopia,530,ETH,Africa,1,1,2008-06-02,2008-06-02,0,0,0,0,0,0,15
34989,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,1,Birkot,Somali state,Degehabur zone,7.595833,43.774166,POINT (43.774166 7.595833),140848,Ethiopia,530,ETH,Africa,1,1,2008-06-02,2008-06-02,0,0,0,0,0,0,10
34664,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,2,Lan-Jalelo,Somali state,Korahe zone,6.543,44.903,POINT (44.903000 6.543000),139410,Ethiopia,530,ETH,Africa,1,1,2008-06-03,2008-06-03,0,0,0,0,0,0,4
34895,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,1,1,2008-06-03,2008-06-03,0,0,0,0,0,0,50
35012,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,2,Dolo Odo woreda,Somali state,Liben zone,4.178611,42.058889,POINT (42.058889 4.178611),135805,Ethiopia,530,ETH,Africa,1,1,2008-06-03,2008-06-03,0,0,0,0,0,0,2
34886,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,1,Hahi,Somali state,Korahe zone,6.86222,44.86611,POINT (44.866110 6.862220),139410,Ethiopia,530,ETH,Africa,1,1,2008-06-04,2008-06-04,0,0,0,0,0,0,15
34971,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 8/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 6 Jun 08",,,,ONLF,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,1,1,2008-06-04,2008-06-04,0,0,0,0,0,0,10
35754,2008,0,2008,2008,2,4613,Nyangatom  - Turkana,5223,Nyangatom  - Turkana,712,,Nyangatom ,693,,Turkana,-1,"http://www.cewarn.org/reports/updts/eth/may-aug08.pdf, Riam Riam Alert ""RAID AGAINST THE NYANGATOM BY THE TURKANA"", 20 June 2008",,,,,1,Kajamakin village,SNNP state,South Omo zone,5.16929,35.8841,POINT (35.884100 5.169290),137232,Ethiopia,530,ETH,Africa,1,2,2008-06-09,2008-06-12,1,4,0,0,5,5,5
32772,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 22/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 Jun 08",,,,ONLF,4,Somali state,Somali state,,7.0,44.0,POINT (44.000000 7.000000),140129,Ethiopia,530,ETH,Africa,1,1,2008-06-15,2008-06-15,0,0,0,0,0,0,11
34805,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 22/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 Jun 08",,,,ONLF,2,Hamero woreda,Somali state,Fiq zone,7.583333,42.333333,POINT (42.333333 7.583333),140845,Ethiopia,530,ETH,Africa,1,1,2008-06-13,2008-06-13,0,0,0,0,0,0,5
34947,2008,1,2008,2008,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Africa 22/6-08; Radio Freedom, Voice of the Ogadeni People audio website in Somali 20 Jun 08",,,,ONLF,2,Kebridehar woreda,Somali state,Korahe zone,6.919659,44.149399,POINT (44.149399 6.919659),139409,Ethiopia,530,ETH,Africa,1,1,2008-06-15,2008-06-15,0,0,0,0,0,0,4
